title,price,size,unit,streetAddress,addressLocality,addressRegion,time_update,post_id,direction,listing_type,road_width,property_type,legal_documents,width,length,num_floors,num_bedrooms,has_dining_room,has_kitchen,has_rooftop,has_parking,is_owner
Siêu hót nhà phân lô phố Hoàng Văn Thái . Lô góc thoáng sáng 46m MT 5m 6 tầng thang máy .,"14,6 tỷ",46,m²,Phố Hoàng Văn Thái,Phường Phương Liệt,Hà Nội,2025-10-18,17521250,,Cần bán,3m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,9m,6,4,,,,,
"Bán Nhà căn góc 2 mặt tiền Nguyễn Văn Công,Gò Vấp,đang cho thuê,chính Chủ","10,5 tỷ",45,m²,Đường Nguyễn Văn Công,Phường Hạnh Thông,Hồ Chí Minh,2025-10-18,17520869,,Cần bán,8m,Nhà mặt tiền,,"4,1m",14m,1,2,,,,,
Bán gấp biệt thự siêu đẹp Thành phố Thái Nguyên,"8,8 tỷ",450,m²,Đường Cách Mạng Tháng Tám,Phường Tích Lương,Thái Nguyên,2025-10-18,17520394,Đông Nam,Cần bán,8m,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,14m,33m,2,4,yes,yes,,yes,
"BÁN NHÀ MẶT TIỀN NGANG 4.5M, HẺM XE HƠI VÀO NHÀ, KHU VIP BÀU CÁT, 79M2, 12 TỶ9","12,9 tỷ",79,m²,Đường Đồng Đen,Phường Tân Bình,Hồ Chí Minh,2025-10-18,16922582,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",18m,4,5,yes,yes,yes,yes,
"CCMN Nguyễn Văn Cừ 105m2 x6T thang máy, Lô góc 3 thoáng 24 phòng DT 100tr/ tháng 19 tỷ",19 tỷ,105,m²,Đường Nguyễn Văn Cừ,Phường Bồ Đề,Hà Nội,2025-10-17,17518499,,Cần bán,,"Phòng trọ, nhà trọ",Sổ hồng/ Sổ đỏ,"5,8m",,6,24,yes,yes,yes,yes,
"BÁN NHÀ 3 TẦNG LƯƠNG THẾ VINH- SƠN TRÀ- 160M2, MẶT TIỀN 7M- CÓ SẴN DÒNG TIỀN- CHỈ 10,2 TỶ","10,2 tỷ",160,m²,Đường Lương Thế Vinh,Phường An Hải,Đà Nẵng,2025-10-17,17513698,,Cần bán,7m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,,3,10,,,,,
"BÁN TÒA KS CĂN HỘ 7 TẦNG VIEW BIỂN - VÕ NGUYÊN GIÁP - DT 205M², NGANG 12M- CHO THUÊ 200 TR",69 tỷ,205,m²,Đường Võ Nguyên Giáp,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-17,17513889,,Cần bán,10m,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,12m,,7,25,,,,,
💎 BÁN TÒA CĂN HỘ 5 TẦNG CÓ THANG MÁY - MẶT PHỐ GẦN BIỂN - DÒNG TIỀN SẴN - CHỈ 11.x TỶ,"11,6 tỷ",70,m²,Đường Nguyễn Đức Thuận,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-17,17506882,,Cần bán,7m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,,5,9,,,,,
"Bán Gấp Đất Nền Tại 40 Lê Văn Hiến, phường Tân An, Hội An, 7tỷ2, 202m2, pháp lý đầy dủ","7,2 tỷ",202,m²,Đường Lê Văn Hiến,Phường Hội An Tây,Đà Nẵng,2025-10-17,17514662,,Cần bán,10m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,10m,"20,2m",,,,,,,
"🌟 SIÊU PHẨM VILLA DÒNG TIỀN – TRẢNG KÈO 8, HỘI AN 🌟 💰 Villa 3 tầng – 9 phòng full nội t","8,4 tỷ",180,m²,Đường Trảng Kèo 8,Phường Hội An Tây,Đà Nẵng,2025-10-16,17508404,,Cần bán,8m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,18m,2,9,yes,yes,,yes,
bán đất biệt thự 2 mặt tiền đường Trần Lựu nối dài - An Khánh Tp.HCM,160 tỷ,1.243,m²,Đường Trần Lựu,Phường An Khánh,Hồ Chí Minh,2025-10-16,17504804,,Cần bán,25m,"Đất thổ cư, đất ở",,50m,25m,,,,,,,
"(Nhà tốt)Hẻm xịn 8m, nhà đẹp 4 tầng - Khu Bàu Cát - DT: 4.5 x 20m (90m²) - Giá: 13.5 Tỷ","13,5 tỷ",90,m²,Đường Bàu Cát,Phường Tân Bình,Hồ Chí Minh,2025-10-15,17455116,,Cần bán,8m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",20m,4,4,yes,yes,yes,yes,
CẦN BÁN GẤP KHÁCH SẠN NGUYỄN TẤT THÀNH,"19,9 tỷ",133,m²,Đường Nguyễn Tất Thành,Phường Thanh Khê,Đà Nẵng,2025-10-15,17497303,,Cần bán,33m,Nhà mặt tiền,,5m,,4,20,,yes,yes,,
Bán đất nền FPT City Đà Nẵng các sản phẩm vị trí đẹp tỷ lệ sinh lời lớn,6 tỷ,108,m²,Đường Hoàng Minh Thắng,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-14,17351080,,Cần bán,"7,5m","Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,6m,18m,6,,,,,,
BÁN NHÀ VỚI MẢNH ĐẤT VÀNG 780M² – MẶT TIỀN 17M – NGÕ RỘNG – TÂY HỒ,412 tỷ,780,m²,Đường Lạc Long Quân,Phường Tây Hồ,Hà Nội,2025-10-14,17492322,,Cần bán,20m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,17m,42m,3,10,yes,yes,yes,yes,
Chuyển nhượng dự án tòa dịch vụ thương mại và khách sạn mặt phố cầu giấy DT 6300m2 . MT40m,100 tỷ,6.300,m²,Đường Cầu vượt Mai Dịch,Phường Phú Diễn,Hà Nội,2025-10-14,16855203,,Cần bán,24m,Các loại khác,,,,,,,,,,
"Tôi sắp định cư nước ngoài,nay giảm còn 24 tỷ cho lô đất ngay mặt tiền Hùng Vương -TP.HCM",24 tỷ,2.400,m²,Đường Hùng Vương,Phường Tây Nam,Hồ Chí Minh,2025-10-12,17478086,,Cần bán,50m,"Đất thổ cư, đất ở",,24m,100m,,,,,,,
"BÁN GẤP: BÁN NHÀ CHÍNH CHỦ TRONG KHU COMPOUND 99C ĐƯỜNG CỘNG HÒA, QUẬN TÂN BÌNH","15,8 tỷ",64,m²,Đường Cộng Hòa,Phường Tân Sơn Nhất,Hồ Chí Minh,2025-10-09,16824891,,Cần bán,"4,8m",Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,16m,4,4,yes,yes,yes,yes,
"GẤP - Bán CCMN Mễ Trì, OTO, 8 Tầng thang máy, 18 PHÒNG, giá 16 tỷ",16 tỷ,75,m²,Đường Mễ Trì,Phường Từ Liêm,Hà Nội,2025-10-20,17517314,,Cần bán,7m,Nhà trong hẻm,,,,8,18,,,,,
"Gia đình cần bán LÔ ĐẤT MẶT ĐƯỜNG, VỈA HÈ 132M– Đền Hùng- Việt Trì- Phú Thọ chỉ 20 triệu/m","2,65 tỷ",132,m²,Quốc Lộ 32C,Xã Xuân Lũng,Phú Thọ,2025-10-20,17523799,,Cần bán,26m,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,,,,,,,,,
"bán đất mặt tiền tỉnh lộ 925, cái răng cần thơ,  giá 11.5 Tỷ, diện tích đất 3937m2 đẹp","11,5 tỷ",3.937,m²,Quốc lộ 1A,Phường Cái Răng,Cần Thơ,2025-10-20,16957475,,Cần bán,15m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"19,6m",207m,,,,,,,
🔥🔥!SỤP HẦM !🔥 MỘT SỐ CĂN NHÀ MẶT PHỐ NGỘP BANK KHU VỰC HẢI CHÂU CẦN CHUYỂN NHƯỢNG GẤP !,6 tỷ,78,m²,Đường Bình An 4,Phường Hòa Cường,Đà Nẵng,2025-10-20,13941675,Đông Nam,Cần bán,"10,m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,,3,4,,,,,
"CẦN SANG LẠI MÃNH VƯỜN (4.690M2) ĐẤT TC SHR NGAY CHỢ, ỦY BAN DÂN CƯ HIỆN HỮU GIÁ 600 TRIỆU",600 triệu,4.690,m²,,Xã An Long,Hồ Chí Minh,2025-10-20,17474146,,Cần bán,16m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,92m,52m,,,,,,,
"NHÀ 3 TẦNG MẶT TIỀN HOÀNG DƯ KHƯƠNG – 118M² – KIÊN CỐ – GIÁ CHỈ 8,45 TỶ","8,45 tỷ",118,m²,Đường Hoàng Dư Khương,Phường Cẩm Lệ,Đà Nẵng,2025-10-20,17519084,,Cần bán,"7,5m",Nhà mặt tiền,,5m,"23,5m",3,6,,,,,
"SIÊU PHẨM CỰC HIẾM GIỮA TR.TÂM ĐÀ NẴNG – MẶT PHỐ 5M5 HẢI CHÂU -90M2 -GIÁ CHỈ 7,X TỶ","7,9 tỷ",90,m²,Đường Thi Sách,Phường Hòa Cường,Đà Nẵng,2025-10-20,17533832,,Cần bán,"5,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,,1,5,yes,yes,yes,yes,
Siêu Phẩm Toà Nhà Góc 2 Mặt Tiền Mạc Đỉnh Chi Q.1-10x25m Hầm 10 tầng HĐT 500tr giá 239 tỷ.,239 tỷ,204,m²,Đường Mạc Đĩnh Chi,Phường Tân Định,Hồ Chí Minh,2025-10-20,17363286,Đông Nam,Cần bán,30m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,25m,11,12,,,,,
"BÁN NHÀ MẶT TIỀN LÊ LAI P1 TP VŨNG TÀU- GIÁ CHỈ 12,9 TỶ TL ,DT 97M2 FULL THỔ CƯ, SỔ HỒNG","12,9 tỷ",97,m²,Đường Lê Lai,Phường Vũng Tàu,Hồ Chí Minh,2025-10-20,17417533,,Cần bán,12m,Nhà mặt tiền,,,,1,3,yes,yes,,,
"BÁN GẤP 135M(6.2 x21.8M) ĐƯỜNG NHỰA 12M, SÁT QUỐC LỘ 13, KẾ B.VIỆN HẠNH PHÚC","5,15 tỷ",135,m²,Đường Quốc Lộ 13,Phường Bình Hòa,Hồ Chí Minh,2025-10-20,15184008,,Cần bán,12m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"6,2m","21,8m",,,,,,,
"🔥 Shophouse 2 mặt tiền Nguyễn Sinh Sắc , 4 tầng ,",20 tỷ,140,m²,Đường Nguyễn Sinh Sắc,Phường Hòa Khánh,Đà Nẵng,2025-10-20,17157183,Tây Bắc,Cần bán,33m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,,4,5,yes,yes,yes,yes,
"🔥 Đất kiệt oto 5m Mẹ Suốt . Diện tích 100m2 ngang 5m , hướng tây .","1,9 tỷ",100,m²,Đường Mẹ Suốt,Phường Hòa Khánh,Đà Nẵng,2025-10-20,17529520,Tây,Cần bán,5m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,,,,,,,,
🔥 Rẻ nhất Hoà Minh. Đất đường 5m5 Mộc Bài 8.  Dt: 90m2 ( 5x18) Giá chỉ : 4.2x tỷ,"4,29 tỷ",90,m²,Đường Mộc Bài 8,Phường Hòa Khánh,Đà Nẵng,2025-10-20,17531124,,Cần bán,"5,5m","Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,,,,,,,,
"Bán nhà đường Gò Dầu, Quận Tân Phú / 48m2 / 3 tỷ 590 triệu / sổ hồng riêng","3,59 tỷ",48,m²,Đường Gò Dầu,Phường Tân Sơn Nhì,Hồ Chí Minh,2025-10-20,17500617,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,12m,2,3,yes,yes,yes,yes,
"Siêu phẩm Bùi Đình Tuý, Quận Bình Thạnh, 48m2 nhỉnh 3.5 tỷ, sẵn HĐ thuê, SHR","3,5 tỷ",48,m²,Đường Bùi Đình Túy,Phường Bình Thạnh,Hồ Chí Minh,2025-10-20,17497947,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,12m,1,2,yes,yes,yes,yes,
"Nhà 5 tầng đường 2 tháng 9 đối diện công viên APEC. Khu víp Hải Châu. S= 125m2, giá:25.5tỷ","25,5 tỷ",125,m²,Đường 2/9,Phường Hòa Cường,Đà Nẵng,2025-10-20,17531405,Đông Nam,Cần bán,33m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,5,6,yes,yes,yes,yes,
📣📣HAI LÔ ĐẤT ĐẸP LIỀN KỀ KIỆT 105 MINH MẠNG TP HUẾ,2 tỷ,112,m²,Đường Minh Mạng,Phường Thủy Xuân,Huế,2025-10-20,17398427,Đông Nam,Cần bán,5m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"5,2m",20m,,,,,,,
Bán Nhanh Trong Tuần - Giảm Liền 200Tr - Nhà 110m2 mặt tiền 5m -Sổ Đỏ Trao Tay - Call Ngay,"4,85 tỷ",110,m²,Đường Vĩnh Phú 38A,Phường Bình Hòa,Hồ Chí Minh,2025-10-20,17493325,Đông Nam,Cần bán,6m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"22,5m",2,2,yes,yes,yes,yes,
🔥🔥 MUA ĐẤT TẶNG 9 PHÒNG TRỌ VÀ 3 KI ỐT DT GẦN 15OM  ĐƯỜNG NGUYỄN HỮU TRÁC SƠN TRÀ ĐÀ NẴN,"13,5 tỷ",148,m²,Đường Lê Hữu Trác,Phường An Hải,Đà Nẵng,2025-10-20,17518661,,Cần bán,"5,5m",Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"8,7m",17m,2,12,,,,,
"🏠 Bán nhà đẹp đường Trương Thị Hoa, Gần Metro, trường mẫu giáo, thcs,thpt,bv, ubnd","4,7 tỷ",56,m²,Đường Trương Thị Hoa,Phường Tân Thới Hiệp,Hồ Chí Minh,2025-10-20,17513441,,Cần bán,"3,5m",Nhà trong hẻm,,,,1,3,yes,yes,,,
"Cần bán lô mặt tiền đường B7 rộng 13m đối diện công viên to VCN Phước Long 2 giá 84,5tr/m2","8,027 tỷ",95,m²,Đường B7,Phường Tây Nha Trang,Khánh Hòa,2025-10-20,17468765,Đông Nam,Cần bán,13m,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,5m,19m,,,,,,,
"DÒNG TIỀN 1,2 T.Ỷ/NĂM LÔ GÓC ,MẶT TIỀN LỚN, ĐƯỜNG Ô TÔ TRÁNH - PHONG THUỶ ĐẸP - KINH DOANH",34 tỷ,105,m²,Phố Tôn Thất Tùng,Phường Kim Liên,Hà Nội,2025-10-20,17438045,,Cần bán,6m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,2m",,7,15,yes,yes,yes,yes,
"MẶT PHỐ CỔ NGỌC LÂM - KINH DOANH ,DÒNG TIỀN LỚN - LÔ GÓC , MẶT TIỀN RỘNG,PHONG THUỶ ĐẸP","16,95 tỷ",54,m²,Đường Ngọc Lâm,Phường Bồ Đề,Hà Nội,2025-10-20,17530936,Bắc,Cần bán,20m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,,5,5,yes,yes,yes,yes,
"Bán nhà Mặt Tiền đường 9A khu Trung sơn DT:5x20 - giá ; 23,3 tỷ vị trí cực đẹp kinh doanh","23,3 tỷ",100,m²,Đường số 9A,Xã Bình Hưng,Hồ Chí Minh,2025-10-20,16926960,,Cần bán,60m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,1,2,yes,yes,yes,yes,
BÁN NHÀ MẶTTIỀN BÌNH AN – TẶNG FULL NỘI THẤT GỖ CAO CẤP 7 TỶ 💎,"6,95 tỷ",72,m²,Đường Bình An 7,Phường Hòa Cường,Đà Nẵng,2025-10-20,17527404,,Cần bán,"7,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,3m","11,3m",3,3,yes,yes,yes,yes,
💥💥 BÁN ĐẤT TẶNG NHÀ 1 MÊ KIÊN CỐ – VỊ TRÍ VÀNG TRUNG TÂM BIỂN ĐÀ NẴNG 💥💥,"6,25 tỷ",85,m²,Đường Bàu Năng 7,Phường Hòa Khánh,Đà Nẵng,2025-10-20,17533767,,Cần bán,"5,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,,2,2,,yes,,yes,
"🏠 Nhà đẹp mới hoàn công đường Nguyễn Văn Quá - Quận 12 / 62,8m² / Giá 3 Tỷ 260 (Sổ Riêng)","3,26 tỷ",62,m²,Đường Nguyễn Văn Quá,Phường Đông Hưng Thuận,Hồ Chí Minh,2025-10-20,17525512,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,,2,3,yes,yes,yes,yes,
🔑 Mua Ngay Nhà Đi ‼️Chủ bán nhà đang cho thuê Đường Số 20 - Thủ Đức / Giá 2 Tỷ 640,"2,64 tỷ",64,m²,Đường Số 20,Phường Hiệp Bình,Hồ Chí Minh,2025-10-20,17525451,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,,2,3,yes,yes,yes,yes,
🧱Phố Sài Đồng Dân Xây- Vỉa Hè Ô TÔ ĐỖ-4 Tầng Cho Thuê*72m- Thẳng Tắp Phố Chính,"21,4 tỷ",72,m²,Đường Sài Đồng,Phường Phúc Lợi,Hà Nội,2025-10-20,17479940,,Cần bán,10m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,4,3,yes,yes,yes,yes,
🏬 Nhà Đẹp 7 Tầng Kinh Doanh 2 MP- Vũ Xuân Thiều- Nội Thất Đẹp Ở và Kinh doanh Đỉnh,"21,4 tỷ",60,m²,Đường Vũ Xuân Thiều,Phường Phúc Lợi,Hà Nội,2025-10-20,17502179,,Cần bán,6m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,12m,7,4,yes,yes,yes,yes,
🏞️🛻VIP-ĐÔNG DƯ 2 MẶT ĐƯỜNG _Cạnh Trường Học-Vuông Vắn MT8m - 2 Trục Chính - Kinh Doanh,21 tỷ,218,m²,Đường Đông Dư Thượng,Xã Bát Tràng,Hà Nội,2025-10-20,17514961,,Cần bán,8m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,8m,27m,,,,,,yes,
"65m2(5,5x15) đất góc 2 mặt tiền đường xe tải - Kế bên Bệnh Viện Quốc Tế Hạnh Phúc 2ty8","2,8 tỷ",65,m²,Đường Vĩnh Phú 3,Phường Bình Hòa,Hồ Chí Minh,2025-10-20,16010425,,Cần bán,6m,"Đất thổ cư, đất ở",,"5,5m",15m,,,,,,,
"TT QUẬN 1, LÊ THỊ RIÊNG - NHÀ ĐẸP HẺM THÔNG RỘNG THOÁNG - 4 Tầng👉 110M2 NGANG 6m - 25 Tỷ",25 tỷ,110,m²,Đường Lê Thị Riêng,Phường Bến Thành,Hồ Chí Minh,2025-10-20,17531982,,Cần bán,3m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,,4,5,yes,yes,yes,yes,
"Chỉ 3 căn Biệt thự đường 24m đối diện khách sạn 5 sao,cách đường Võ Nguyên Giáp khoảng 80m",7 tỷ,150,m²,Đường Võ Nguyên Giáp,Phường Vỹ Dạ,Huế,2025-10-20,17398679,Bắc,Cần bán,24m,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,"7,5m",20m,3,4,yes,yes,yes,yes,
"🌸 Homestay đẹp giữa lòng Đà Lạt – Hẻm xe hơi, 6PN, sổ riêng, giá tốt cho nhà đầu tư","5,7 tỷ",86,m²,Đường Nguyễn Trung Trực,Phường Xuân Hương - Đà Lạt,Lâm Đồng,2025-10-20,17482996,,Cần bán,4m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,17m,4,6,yes,yes,yes,yes,
Bán nhà phố mặt tiền Hà Huy Tập - đầy đủ nội thất - shophouse khu đô thị Ân Phú,"7,85 tỷ",100,m²,Đường Hà Huy Tập,Phường Tân An,Đắk Lắk,2025-10-20,17350336,Tây Bắc,Cần bán,30m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,4,3,yes,yes,yes,yes,
Bán 2.000m2 Mặt Tiền Số 221 Lê Tấn Bê - P.An Lạc. Ngang 25m * 80m. Giá 55 Tỷ. HHMG,55 tỷ,2.000,m²,Đường Lê Tấn Bê,Phường An Lạc,Hồ Chí Minh,2025-10-20,17322854,,Cần bán,16m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,25m,80m,1,6,yes,yes,,yes,
DOANH THU 840TR/NĂM💥4 TẦNG 132M2💥23 PHÒNG ĐANG THUÊ FULL🚘NGAY LÊ VĂN QUỚI💥CHỈ 93TR/M2,"12,4 tỷ",133,m²,Đường Lê Văn Quới,Phường Bình Hưng Hòa,Hồ Chí Minh,2025-10-20,17518453,,Cần bán,4m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"8,5m",16m,3,23,yes,yes,yes,yes,
"Chỉ tiêu xây cao chỉ 115 tr/m2 ngay Trần Não - 11x24m2, 256m2 - XD hầm 6 tầng - Giá 30 tỷ",30 tỷ,256,m²,Đường Trần Não,Phường An Khánh,Hồ Chí Minh,2025-10-20,17516960,,Cần bán,16m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,11m,24m,2,2,,,,,
Cần tiền bán 2 mảnh  đất Tân Xã gần FPT và ĐHQG CHỈ 2.2 TỶ,"2,2 tỷ",60,m²,Đường Hạ Bằng,Xã Hòa Lạc,Hà Nội,2025-10-20,17487876,,Cần bán,5m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,,,,,,,,
"Bán gấp biệt thự Bành Văn Trân DT: 11x34, 1 hầm 3 lầu, P7, Q Tân Bình",66 tỷ,325,m²,Đường Bành Văn Trân,Phường Tân Sơn Nhất,Hồ Chí Minh,2025-10-20,17533422,,Cần bán,10m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,11m,34m,4,5,yes,yes,yes,yes,
"CẬP NHẬT NHỮNG CĂN MẶT PHỐ & MẶT HỒ TÂY BÁN – TÂY HỒ, HÀ NỘI",305 tỷ,227,m²,Đường Xuân Diệu,Phường Tây Hồ,Hà Nội,2025-10-20,17136222,Tây Nam,Cần bán,30m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,"32,4m",8,30,yes,yes,yes,yes,
"Nhà đúc 3.5 tấm - đường 7m sát mặt tiền QL13 - Ô tô đậu trong nhà, cần ra gấp","6,8 tỷ",61,m²,Quốc Lộ 13,Phường Hiệp Bình,Hồ Chí Minh,2025-10-20,17500628,,Cần bán,7m,Nhà mặt tiền,,"4,2m",15m,4,4,yes,yes,yes,yes,
"Nhà mới 4 tầng, ô tô đậu trong nhà - Gần sông Sài Gòn, Vạn Phúc City - Khu dân cư VIP","7,8 tỷ",60,m²,Quốc Lộ 13,Phường Hiệp Bình,Hồ Chí Minh,2025-10-20,17500753,,Cần bán,6m,Nhà mặt tiền,,4m,15m,4,4,yes,yes,yes,yes,
"Bán nhà 52.8m2 gần CV Gia Định - Nguyễn Kiệm, Phú Nhuận. Giá: 3 Tỷ 810, chỉ 1 căn duy nhất","3,81 tỷ",53,m²,Đường Nguyễn Kiệm,Phường Đức Nhuận,Hồ Chí Minh,2025-10-20,17529417,,Cần bán,5m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,,2,3,yes,yes,yes,yes,
"Bán nhà 2 tầng, 51m2 gần Chợ Cây Quéo - Hoàng Hoa Thám, Bình Thạnh. Giá: 3 Tỷ 620, hẻm 5m","3,62 tỷ",51,m²,Đường Hoàng Hoa Thám,Phường Bình Lợi Trung,Hồ Chí Minh,2025-10-20,17525031,,Cần bán,5m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,,2,3,yes,yes,yes,yes,
Bán nhà sân vườn Đào Duy Từ Phường 4 Đà Lạt thích hợp an cư lạc nghiệp,"9,5 tỷ",234,m²,Đường Đào Duy Từ,Phường Xuân Hương - Đà Lạt,Lâm Đồng,2025-10-20,17379721,,Cần bán,3m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,18m,"16,7m",1,4,yes,yes,,yes,
"Cần bán đất Đường số 1, Khu Đại Phú Gia, P Nhơn Bình, thành phố Quy Nhơn","4,35 tỷ",90,m²,Đường số 1,Phường Quy Nhơn Đông,Gia Lai,2025-10-20,17269315,,Cần bán,,"Đất thổ cư, đất ở",,6m,15m,,,,,,,
"Cần bán căn góc view vịnh di sản chung cư Green Bay Garden, Hùng Thắng,Hạ Long,Quảng Ninh","2,68 tỷ",65,m²,,Phường Bãi Cháy,Quảng Ninh,2025-10-20,17416503,,Cần bán,,Căn hộ chung cư,,,,,,,,,,
"Chính chủ cần bán đất 1914m² tại thôn Thanh trí,  xã Minh Phú, huyện Sóc Sơn, Hà Nội",13 triệu / m²,1.914,m²,,Xã Kim Anh,Hà Nội,2025-10-20,16807136,,Cần bán,,"Đất thổ cư, đất ở",,,,,,,,,,
115 mét mặt tiền 8.5 mtại Hòa Thạch full thổ cư đường thông kinh doanh b,21 triệu / m²,115,m²,,Xã Phú Cát,Hà Nội,2025-10-20,16573811,,Cần bán,4m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"8,5m",13m,,,,,,,
Xuất ngoại bán nhanh nhà vườn 781m2 tại Bến Lức. Giá 4.8 tỷ còn 3.2 tỷ,"3,2 tỷ",781,m²,Đường Tám Thăng,Xã Bình Đức,Tây Ninh,2025-10-20,17390376,Tây Bắc,Cần bán,7m,"Biệt thự, nhà liền kề",Giấy tờ hợp lệ,11m,71m,1,3,yes,yes,,yes,
Bán 64m đất thổ cư tại thôn cánh chủ xã bình yên .,"2,1 tỷ",64,m²,,Xã Hạ Bằng,Hà Nội,2025-10-20,17296742,,Cần bán,4m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,4m,,,,,,,,
🔥 NHÀ 2 TẦNG GẦN BIỂN – ĐỐI DIỆN CÔNG VIÊN – VỊ TRÍ VÀNG XÂY CĂN HỘ HOẶC KHÁCH SẠN.,"15,9 tỷ",150,m²,Đường Phan Bá Phiến,Phường Sơn Trà,Đà Nẵng,2025-10-20,17452594,,Cần bán,"7,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m",27m,2,3,,,,,
Biệt thự Tân Phú- mặt tiền 10x 16m- thiết kế hiện đại- sát Tân Bình-  cách sân bay 10 phút,"18,5 tỷ",160,m²,Đường Tân Kỳ Tân Quý,Phường Tân Sơn Nhì,Hồ Chí Minh,2025-10-20,17532973,,Cần bán,10m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,16m,2,6,,,,,
Hót! bán nhà mặt tiền đường Bạch Mã Phường 15 Quận 10 Diện tích: 13mx26m nở hậu: 15m cấp 4,75 tỷ,377,m²,Đường Bạch Mã,Phường Hòa Hưng,Hồ Chí Minh,2025-10-20,17530364,,Cần bán,12m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,13m,26m,1,8,yes,yes,yes,yes,
🏡 BÁN ĐẤT MẶT TIỀN TRIỆU VIỆT VƯƠNG – SƠN TRÀ – ĐÀ NẴNG 🌴 Giá chỉ 17 TỶ 5– 108m²,"17,5 tỷ",108,m²,Đường Triệu Việt Vương,Phường An Hải,Đà Nẵng,2025-10-20,17525926,,Cần bán,19m,"Đất thổ cư, đất ở",,5m,"21,5m",,,,,,,
